state_label,state_voltage,frame_name,vapor_area_fraction,active_length_fraction,vapor_front_x_px
25_ONSET,25.0,192.168.0.10_C001H001S0001000001.bmp,0.1203125,0.2431640625,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000014.bmp,0.11489955357142857,0.2197265625,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000028.bmp,0.08896484375,0.1982421875,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000042.bmp,0.11275111607142857,0.2373046875,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000055.bmp,0.14926060267857144,0.2939453125,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000069.bmp,0.1453822544642857,0.322265625,1023.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000083.bmp,0.12928292410714284,0.2724609375,1022.0
25_ONSET,25.0,192.168.0.10_C001H001S0001000097.bmp,0.1317103794642857,0.3330078125,1022.0
30,30.0,192.168.0.10_C001H001S0001000001.bmp,0.06262555803571429,0.1826171875,1022.0
30,30.0,192.168.0.10_C001H001S0001000014.bmp,0.08404017857142858,0.2265625,1021.0
30,30.0,192.168.0.10_C001H001S0001000027.bmp,0.04587053571428571,0.1572265625,924.0
30,30.0,192.168.0.10_C001H001S0001000040.bmp,0.049930245535714284,0.1953125,1023.0
30,30.0,192.168.0.10_C001H001S0001000054.bmp,0.07297712053571428,0.228515625,1022.0
30,30.0,192.168.0.10_C001H001S0001000067.bmp,0.08664899553571428,0.2509765625,1022.0
30,30.0,192.168.0.10_C001H001S0001000080.bmp,0.08756975446428572,0.2373046875,1023.0
30,30.0,192.168.0.10_C001H001S0001000094.bmp,0.06473214285714286,0.216796875,1022.0
35,35.0,192.168.0.10_C001H001S0001000001.bmp,0.09076450892857142,0.2890625,1020.0
35,35.0,192.168.0.10_C001H001S0001000020.bmp,0.07087053571428571,0.2880859375,1022.0
35,35.0,192.168.0.10_C001H001S0001000039.bmp,0.06388113839285714,0.28125,1023.0
35,35.0,192.168.0.10_C001H001S0001000058.bmp,0.09295479910714285,0.3125,1023.0
35,35.0,192.168.0.10_C001H001S0001000077.bmp,0.08966238839285715,0.318359375,1019.0
35,35.0,192.168.0.10_C001H001S0001000096.bmp,0.06198381696428571,0.294921875,1005.0
35,35.0,192.168.0.10_C001H001S0001000115.bmp,0.10217633928571429,0.3408203125,1021.0
35,35.0,192.168.0.10_C001H001S0001000134.bmp,0.08775111607142858,0.328125,1019.0
40,40.0,192.168.0.10_C001H001S0001000001.bmp,0.05064174107142857,0.283203125,1023.0
40,40.0,192.168.0.10_C001H001S0001000015.bmp,0.05043247767857143,0.2763671875,1023.0
40,40.0,192.168.0.10_C001H001S0001000029.bmp,0.04486607142857143,0.28125,1016.0
40,40.0,192.168.0.10_C001H001S0001000043.bmp,0.10606863839285714,0.349609375,1023.0
40,40.0,192.168.0.10_C001H001S0001000057.bmp,0.08078962053571428,0.3388671875,1022.0
40,40.0,192.168.0.10_C001H001S0001000071.bmp,0.061356026785714286,0.328125,1023.0
40,40.0,192.168.0.10_C001H001S0001000085.bmp,0.04185267857142857,0.2666015625,1021.0
40,40.0,192.168.0.10_C001H001S0001000100.bmp,0.05523158482142857,0.2958984375,1023.0
45,45.0,192.168.0.10_C001H001S0001000001.bmp,0.11202566964285714,0.4326171875,1023.0
45,45.0,192.168.0.10_C001H001S0001000013.bmp,0.09461495535714286,0.400390625,994.0
45,45.0,192.168.0.10_C001H001S0001000025.bmp,0.11194196428571429,0.421875,1018.0
45,45.0,192.168.0.10_C001H001S0001000038.bmp,0.12550223214285713,0.451171875,1023.0
45,45.0,192.168.0.10_C001H001S0001000050.bmp,0.13567243303571427,0.4296875,1023.0
45,45.0,192.168.0.10_C001H001S0001000063.bmp,0.12727399553571428,0.419921875,1019.0
45,45.0,192.168.0.10_C001H001S0001000075.bmp,0.12117745535714286,0.4267578125,1023.0
45,45.0,192.168.0.10_C001H001S0001000088.bmp,0.16552734375,0.4814453125,1017.0
50,50.0,192.168.0.10_C001H001S0001000001.bmp,0.23122209821428572,0.5849609375,1017.0
50,50.0,192.168.0.10_C001H001S0001000016.bmp,0.21173270089285715,0.6044921875,1023.0
50,50.0,192.168.0.10_C001H001S0001000031.bmp,0.20947265625,0.556640625,1014.0
50,50.0,192.168.0.10_C001H001S0001000046.bmp,0.19993024553571428,0.591796875,1023.0
50,50.0,192.168.0.10_C001H001S0001000062.bmp,0.21187220982142857,0.5654296875,1018.0
50,50.0,192.168.0.10_C001H001S0001000077.bmp,0.20481305803571428,0.572265625,1023.0
50,50.0,192.168.0.10_C001H001S0001000092.bmp,0.20606863839285713,0.59375,1023.0
50,50.0,192.168.0.10_C001H001S0001000108.bmp,0.2049525669642857,0.591796875,1017.0
52.5,52.5,192.168.0.10_C001H001S0001000001.bmp,0.24640066964285715,0.6513671875,1022.0
52.5,52.5,192.168.0.10_C001H001S0001000014.bmp,0.23617466517857144,0.6474609375,1023.0
52.5,52.5,192.168.0.10_C001H001S0001000027.bmp,0.241015625,0.62890625,1018.0
52.5,52.5,192.168.0.10_C001H001S0001000040.bmp,0.2723353794642857,0.640625,1018.0
52.5,52.5,192.168.0.10_C001H001S0001000054.bmp,0.23723493303571427,0.619140625,1021.0
52.5,52.5,192.168.0.10_C001H001S0001000067.bmp,0.2216796875,0.61328125,1021.0
52.5,52.5,192.168.0.10_C001H001S0001000080.bmp,0.21943359375,0.625,1023.0
52.5,52.5,192.168.0.10_C001H001S0001000094.bmp,0.22788783482142858,0.640625,1023.0
54,54.0,192.168.0.10_C001H001S0001000001.bmp,0.28065011160714287,0.6884765625,1020.0
54,54.0,192.168.0.10_C001H001S0001000015.bmp,0.28270089285714284,0.7001953125,1023.0
54,54.0,192.168.0.10_C001H001S0001000029.bmp,0.26272321428571427,0.6748046875,1019.0
54,54.0,192.168.0.10_C001H001S0001000043.bmp,0.24966517857142856,0.662109375,1023.0
54,54.0,192.168.0.10_C001H001S0001000057.bmp,0.22589285714285715,0.673828125,1023.0
54,54.0,192.168.0.10_C001H001S0001000071.bmp,0.2667271205357143,0.6875,1020.0
54,54.0,192.168.0.10_C001H001S0001000085.bmp,0.26254185267857144,0.6767578125,1021.0
54,54.0,192.168.0.10_C001H001S0001000100.bmp,0.30178571428571427,0.6591796875,1018.0
55 CHF,55.0,192.168.0.10_C001H001S0001000001.bmp,0.2837611607142857,0.6572265625,1021.0
55 CHF,55.0,192.168.0.10_C001H001S0001000013.bmp,0.29568917410714285,0.6796875,1020.0
55 CHF,55.0,192.168.0.10_C001H001S0001000026.bmp,0.30813337053571427,0.671875,1018.0
55 CHF,55.0,192.168.0.10_C001H001S0001000039.bmp,0.27713448660714285,0.693359375,1023.0
55 CHF,55.0,192.168.0.10_C001H001S0001000051.bmp,0.27993861607142856,0.70703125,1021.0
55 CHF,55.0,192.168.0.10_C001H001S0001000064.bmp,0.2648856026785714,0.6826171875,1023.0
55 CHF,55.0,192.168.0.10_C001H001S0001000077.bmp,0.26463448660714284,0.6533203125,1018.0
55 CHF,55.0,192.168.0.10_C001H001S0001000090.bmp,0.2885184151785714,0.68359375,1023.0
